,FILE_NAME,JOB_CLASS_TITLE,JOB_CLASS_NO,JOB_DUTIES,EDUCATION_YEARS,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,FULL_TIME_PART_TIME,EXP_JOB_CLASS_TITLE,COURSE_COUNT,COURSE_LENGTH,COURSE_SUBJECT,DRIVERS_LICENSE_REQ,EXAM_TYPE,ENTRY_SALARY,OPEN_DATE,REQUIREMENT_SET_TEXT
53,ASSISTANT AIRPORT MANAGER 7259 012618.txt,ASSISTANT AIRPORT MANAGER,7259,"Under the direction of a Deputy Executive Director or an Airport Manager, directs a staff of management, professional, technical, and/or supervisory construction and maintenance personnel engaged in a wide range of airport operations, maintenance, construction, project management or special programs and performs other duties related to airport landside and airfield management; directs staff that are engaged in enforcing airport ground policies, procedures and airport regulations; has supervisory responsibilities for construction activities on the airfield and in terminals; develops and periodically updates airport standard operating procedures and refine protocols; provides legislative, strategic planning, traveling public and airport tenant support activities at Los Angeles World Airports (LAWA); advises LAWA management and represents the department on various airport related matters; personally performs, or performs through subordinate supervisors, the more difficult work; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills equal employment opportunity responsibilities; and does related work.",,,,,,,,,,Required,INTERDEPARTMENTAL PROMOTIONAL AND AN OPEN COMPETITIVE BASIS,"$106,404-$155,556",01-26-18,
54,ASSISTANT COMMUNICATIONS CABLE WORKER 3808 080417 REVISED 081717.txt,ASSISTANT COMMUNICATIONS CABLE WORKER,3808,"An Assistant Communications Cable Worker assists in the installation, splicing, termination, maintenance, changing, removal, location of trouble, and repair of overhead, underground, and inside plant fiber optic and paired copper communications cables, lines, and appurtenant equipment including telephone, data, alarm, carrier, telemetry, and control circuits contained within these cables and lines; and works independently on routine tasks.",,,,,,,,,,Required,INTERDEPARTMENTAL PROMOTIONAL,"$52,096-$74,103",08-04-17,
55,ASSISTANT COMMUNICATIONS ELECTRICIAN 3684 090916.txt,ASSISTANT COMMUNICATIONS ELECTRICIAN,3684,"An Assistant Communications Electrician assists in installing, constructing, repairing, maintaining, or modifying electronic communications equipment or systems; and fabricates chassis, control panels, cabinets, brackets, and mounting devices. NOTE: Some positions in this class are designated as temporary training positions. Employment in such positions will be limited to a maximum of 48 months, during which the trainee must qualify for promotion to the Communications Electrician class.",,,,,,,,,,May-Required,OPEN COMPETITIVE BASIS,"$70,094 (flat-rated)",09-09-16,
56,ASSISTANT DEPUTY SUPERINTENDENT OF BUILDING 4219 042817.txt,ASSISTANT DEPUTY SUPERINTENDENT OF BUILDING ,4219,"An Assistant Deputy Superintendent of Building plans, organizes and directs or assists in directing the activities of a bureau, division, or district office which is responsible for enforcement of City building, grading, zoning, mechanical, electrical, plumbing, elevator, and pressure vessel ordinances and State mandates such as disabled access and green regulations; the prevention, elimination and correction of hazardous substandard conditions in existing commercial, industrial and residential structures; or the administration of resource management support services. An Assistant Deputy Superintendent of Building also applies sound supervisory principles in the management and monitoring of subordinate supervisors and staff; effectively handles day-to-day operations and urgent matters; continuously enhances operations; fulfills equal employment opportunity responsibilities; and acts in the absence of the Deputy Superintendent of Building.",,,,,,,,,,May-Required,INTERDEPARTMENTAL PROMOTIONAL,"$114,088-$162,362",04-28-17,
57,ASSISTANT DIRECTOR INFORMATION SYSTEMS 9377 030218.txt,ASSISTANT DIRECTOR INFORMATION SYSTEMS,9377,"An Assistant Director Information Systems is responsible for directing information services functions, including data, voice and network operating centers; technical services, production control, help desks, voice and data communication networks and telecommunication systems, computer program development, database administration and computer operations; major system implementation projects and adoption of new technologies; and provides overall management and definition of all computer and communication activities.",,,,,,,,,,May-Required,INTERDEPARTMENTAL PROMOTIONAL,"$145,199-$180,382",03-02-18,
58,ASSISTANT GARDENER 3142 012017.txt,ASSISTANT GARDENER    				     	    ,3142,"An Assistant Gardener does gardening, landscape construction, and maintenance work in parks, playgrounds, Citywide traffic islands, medians, slopes, grade separations and other landscaped areas. NOTE: Assistant Gardeners are hired in lieu of Gardener Caretakers. Employment as an Assistant Gardener is intended to develop skills necessary for regular full time employment with the City as a Gardener Caretaker. Upon successful completion of probation, Assistant Gardeners will be offered transfers under Charter Section 1014 to Gardener Caretaker.",,,,,,,,,,,OPEN COMPETITIVE BASIS,"$37,813-$55,332",01-20-17,
59,ASSISTANT INSPECTOR 4208 111315.txt,ASSISTANT INSPECTOR,4208,"An Assistant Inspector with the Department of Building and Safety or Housing Department assists inspectors and receives training in the inspection of buildings and structures, plumbing, heating and refrigeration, electrical installations, grading projects; or as an elevator or pressure vessel safety engineer. Assistant Inspectors may be subject to frequent review, written examinations, and supervision, and may perform regular inspector's duties as indicated by training progress; may perform owner and property records research, data input, report generation and field data collection. Assistant Inspectors in the Housing Department may post notices of inspection at multi-family properties and distribute pertinent information regarding housing related issues to the public. Assistant Inspectors in the Department of Public Works assist inspectors and receive training in the inspection of streets, sewers, storm drains, bridges and structures, and in the administration of public works contracts and permits; and may independently make inspections of a limited scope.",,,,,,,,,,May-Required,OPEN COMPETITIVE BASIS,"$44,996-$47,502",11-13-15,
60,ASSISTANT RETIREMENT PLAN MANAGER 9415 050616.txt,ASSISTANT RETIREMENT PLAN MANAGER,9415,An Assistant Retirement Plan Manager assists a Retirement Plan Manager in directing and managing the daily activities of a retirement or pension system.,,,,,,,,,,Required,INTERDEPARTMENTAL PROMOTIONAL AND AN OPEN COMPETITIVE BASIS,"$111,749-$159,022",05-06-16,
61,ASSISTANT SIGNAL SYSTEMS ELECTRICIAN 3818 073115_REVISED.txt,ASSISTANT SIGNAL SYSTEMS ELECTRICIAN,3818,"An Assistant Signal Systems Electrician assists a Signal Systems Electrician in installing, repairing, maintaining, and modifying electric and microprocessor based traffic signal control devices, and video and computer communication systems.",,,,,,,,,,May-Required,INTERDEPARTMENTAL PROMOTIONAL AND AN OPEN COMPETITIVE BASIS,"$70,094 (flat-rated)",07-31-15,
62,ASSISTANT STREET LIGHTING ELECTRICIAN 3809 072117 REV 080818.txt,ASSISTANT STREET LIGHTING ELECTRICIAN,3809,"An Assistant Street Lighting Electrician assists a Street Lighting Electrician in the construction, repair and maintenance of high and low voltage electrolier street lighting systems.",,,,,,,,,,Required,OPEN COMPETITIVE BASIS,"$73,466 (flat-rated)",07-21-17,
63,ASSISTANT TREE SURGEON 3150 012017.txt,ASSISTANT TREE SURGEON,3150,"An Assistant Tree Surgeon assists in tree trimming and removal work and performs a variety of unskilled tasks on the ground. NOTE: Assistant Tree Surgeons are hired in lieu of Tree Surgeon Assistants. Employment as an Assistant Tree Surgeon is intended to develop skills necessary for regular full time employment with the City as a Tree Surgeon Assistant. Upon successful completion of probation, Assistant Tree Surgeons will be offered transfers under Charter Section 1014 to Tree Surgeon Assistant.",,,,,,,,,,,OPEN COMPETITIVE BASIS,"$35,746-$52,241",01-20-17,
64,ASSISTANT UTILITY BUYER 1860 051818.txt,ASSISTANT UTILITY BUYER,1860,An Assistant Utility Buyer assists in purchasing or purchases a variety of commodities for use in the Department of Water and Power.,,,,,,,,,,May-Required,OPEN COMPETITIVE BASIS,"$70,845-$88,030",05-18-18,
65,ASSOCIATE ZONING ADMINISTRATOR 7998 102618 REV 110818.txt,ASSOCIATE ZONING ADMINISTRATOR,7998,"Investigates, conducts hearings and makes written determinations upon applications for conditional uses, variances, division of land maps, coastal permits, Zoning Administrator Interpretations and appeals from zoning enforcement action; supervises, administers, represents and reviews the work of professional planners in making final decisions and determinations including Subdivisions, Parcel Maps, Environmental Review and the Entitlement Case Management Sections; applies sound supervisory principles and techniques in building and maintaining an effective workforce; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,May-Required,INTERDEPARTMENTAL PROMOTIONAL,"$116,928-$170,986",10-26-18,
66,AUDIO VISUAL TECHNICIAN 6147 062014.txt,AUDIO VISUAL TECHNICIAN,6147,An Audio Visual Technician performs a variety of technical audio visual duties including producing and editing various training and informational videos and E-learning courses; and operates and maintains audio visual equipment.,,,,,,,,,,May-Required,OPEN COMPETITIVE BASIS,"$62,076-$77,130",06-20-14,
67,AUDITOR 1517 031816 (1).txt,AUDITOR,1517,"An Auditor conducts audits of financial and information systems, accounting and related records of contractors, City departments and other entities to determine the accuracy of revenue, expenditures, contractor compliance, and the adequacy of internal controls; recommends necessary changes in systems and procedures; and prepares reports on audits.",,,,,,,,,,May-Required,OPEN COMPETITIVE BASIS,"$54,455-$79,594",03-18-16,
68,AUTO BODY BUILDER AND REPAIRER 3704 101317 revised.txt,AUTO BODY BUILDER AND REPAIRER,3704,"An Auto Body Builder and Repairer removes, fabricates, installs, remodels, or repairs bodies, frames, and body accessories of automotive equipment; occasionally does minor paint repairs, installs automotive glass and repairs fiberglass body parts.",,,,,,,,,,May-Required,INTERDEPARTMENTAL PROMOTIONAL AND AN OPEN COMPETITIVE BASIS,"$78,801-$85,237",10-13-17,
